455,Маниакальный эпизод,2018-12-31,Средняя,Не требуется
456,Мания без психотических симптомов,2018-04-01,Средняя,Не требуется
457,Мания величия,2014-05-22,Легкая,Не требуется
458,Мания преследования,2010-09-20,Легкая,Не требуется
459,Мания с психотическими симптомами,2011-05-27,Средняя,Не требуется
460,Маннозидоз,2020-12-09,Легкая,Не требуется
461,Мансонеллез,2013-11-04,Тяжелая,Требуется
462,Мантийноклеточная лимфома,2016-12-21,Легкая,Не требуется
463,Марека болезнь,2013-01-26,Тяжелая,Требуется
464,Марсельская лихорадка,2010-02-23,Тяжелая,Требуется
465,Маршевая гемоглобинурия,2017-01-28,Средняя,Не требуется
466,Маршевая стопа,2019-08-20,Легкая,Не требуется
467,Мастит,2016-08-04,Тяжелая,Требуется
468,Мастоидит,2011-12-28,Тяжелая,Требуется
469,Мастопатия,2011-07-22,Средняя,Не требуется
470,Мастоцитоз,2016-11-23,Тяжелая,Требуется
471,Матка Кувелера,2011-02-16,Средняя,Не требуется
472,Маточное кровотечение,2016-02-17,Тяжелая,Требуется
473,Мегакариобластный лейкоз,2021-01-05,Легкая,Не требуется
474,Мегаколон,2017-08-15,Тяжелая,Требуется
475,Мегалокорнеа,2013-12-02,Легкая,Не требуется
476,Мегаэзофагус,2018-07-18,Средняя,Не требуется
477,Медиальный эпикондилит,2015-02-15,Легкая,Не требуется
478,Медиастинит,2020-07-08,Легкая,Не требуется
479,Медикаментозная надпочечниковая недостаточность,2018-08-25,Средняя,Не требуется
480,Медикаментозный дерматит,2011-08-03,Средняя,Не требуется
481,Медленные вирусные инфекции,2012-01-21,Тяжелая,Требуется
482,Медуллобластома,2018-06-29,Тяжелая,Требуется
483,Межпозвоночная грыжа,2019-08-09,Тяжелая,Требуется
484,Межпозвоночная грыжа пояснично-крестцового отдела позвоночника,2015-02-11,Средняя,Не требуется
485,Межреберная невралгия,2011-06-20,Тяжелая,Требуется
486,Межъядерная офтальмоплегия,2018-01-12,Средняя,Не требуется
487,Мезентериальный тромбоз,2014-11-12,Тяжелая,Требуется
488,Мезотелиома брюшины,2010-06-08,Средняя,Не требуется
489,Мезотелиома злокачественная,2019-06-09,Легкая,Не требуется
490,Мезотелиома перикарда,2015-08-31,Тяжелая,Требуется
491,Мезотелиома плевры,2018-11-27,Тяжелая,Требуется
492,Мейбомиевый блефарит,2015-05-17,Тяжелая,Требуется
493,Мейбомит,2018-08-20,Средняя,Не требуется
494,Меккелев дивертикул,2020-08-25,Средняя,Не требуется
495,Меланоз Риля,2020-11-04,Легкая,Не требуется
496,Меланома,2018-11-26,Средняя,Не требуется
497,Меланома конъюнктивы,2016-04-20,Тяжелая,Требуется
498,Меланома радужной оболочки,2021-08-08,Средняя,Не требуется
499,Меланома хориоидеи,2014-05-06,Тяжелая,Требуется
500,Меланомоопасные невусы,2016-11-25,Тяжелая,Требуется
501,Меланоформный невус головы и шеи,2018-04-14,Тяжелая,Требуется
502,Меланоформный невус губы,2020-04-24,Легкая,Не требуется
503,Меланхолия,2015-10-05,Средняя,Не требуется
504,Мелиоидоз,2012-10-01,Легкая,Не требуется
505,Мелкобляшечный парапсориаз,2019-04-27,Легкая,Не требуется
506,Мелкоклеточный рак бронха,2016-10-05,Легкая,Не требуется
507,Мелореостоз,2017-09-04,Средняя,Не требуется
508,Менингиома,2010-02-02,Легкая,Не требуется
509,Менингиома головного мозга,2010-06-13,Легкая,Не требуется
510,Менингиома зрительного нерва,2011-01-27,Легкая,Не требуется
511,Менингит,2013-10-01,Тяжелая,Требуется
512,Менингококковая инфекция,2014-09-16,Средняя,Не требуется
513,Менингококковый менингит,2012-10-09,Тяжелая,Требуется
514,Менингоэнцефалит,2020-04-24,Легкая,Не требуется
515,Мерцательная аритмия,2017-12-29,Средняя,Не требуется
516,Метаболические заболевания,2021-09-13,Тяжелая,Требуется
517,Метаболический ацидоз,2016-03-03,Тяжелая,Требуется
518,Метагонимоз,2014-07-01,Тяжелая,Требуется
519,Метаплазия,2015-12-13,Тяжелая,Требуется
520,Метастазы,2017-09-09,Легкая,Не требуется
521,Метастронгилёз,2018-09-13,Средняя,Не требуется
522,Метатарзалгия,2020-02-18,Легкая,Не требуется
523,Метахроматическая лейкодистрофия,2017-02-26,Легкая,Не требуется
524,Метгемоглобинемия,2013-11-21,Легкая,Не требуется
525,Метеоризм,2019-02-26,Тяжелая,Требуется
526,Метеорологический хейлит,2011-10-01,Тяжелая,Требуется
527,Меторхоз,2013-04-06,Тяжелая,Требуется
528,Метрит,2012-08-05,Средняя,Не требуется
529,Механическая желтуха,2016-12-05,Средняя,Не требуется
530,Миаз,2012-12-24,Тяжелая,Требуется
531,Миаз полового члена,2016-03-18,Средняя,Не требуется
532,Миалгия,2010-05-19,Тяжелая,Требуется
533,Миастенические синдромы,2011-10-16,Тяжелая,Требуется
534,Миастенический синдром Ламберта — Итона,2011-05-09,Легкая,Не требуется
535,Миастения,2015-06-12,Легкая,Не требуется
536,Миастения псевдопаралитическая тяжелая,2014-02-10,Тяжелая,Требуется
537,Мидриаз,2019-12-25,Легкая,Не требуется
538,Миелит,2010-08-19,Средняя,Не требуется
539,Миелодиспластический синдром,2010-02-06,Легкая,Не требуется
540,Миелоидная саркома,2017-03-21,Легкая,Не требуется
541,Миелома,2020-02-15,Легкая,Не требуется
542,Миеломная нефропатия,2018-06-25,Тяжелая,Требуется
543,Миелопатия при болезнях,2020-05-03,Тяжелая,Требуется
544,Миелофиброз,2015-07-17,Легкая,Не требуется
545,Микобактериоз,2017-02-10,Тяжелая,Требуется
546,Микоз,2019-08-28,Тяжелая,Требуется
547,Микоз стоп,2017-05-23,Средняя,Не требуется
548,Микозные пневмонии,2010-03-12,Легкая,Не требуется
549,Микоплазменная пневмония,2013-12-17,Тяжелая,Требуется
550,Микоплазмоз,2016-05-09,Тяжелая,Требуется
551,Микотоксикозы,2011-01-07,Легкая,Не требуется
552,Миксоматоз,2012-11-27,Тяжелая,Требуется
553,Минная стопа,2015-06-23,Легкая,Не требуется
554,Миокардит,2018-08-19,Средняя,Не требуется
555,Миома матки,2016-08-22,Легкая,Не требуется
556,Митохондриальный сахарный диабет,2015-04-21,Тяжелая,Требуется
557,Мицетома,2014-05-29,Легкая,Не требуется
558,Множественная эндокринная неоплазия типа IIb,2011-04-11,Тяжелая,Требуется
559,Мозжечковая атаксия,2013-12-31,Легкая,Не требуется
560,Мониезиоз,2020-09-09,Тяжелая,Требуется
561,Мочевыделения органов болезни,2011-04-08,Тяжелая,Требуется
562,Мочекаменная болезнь,2011-08-24,Средняя,Не требуется
563,Мочекислый диатез,2017-07-28,Средняя,Не требуется
564,Мультицептоз,2019-03-10,Средняя,Не требуется
565,Мыт,2019-12-20,Легкая,Не требуется
566,Надрыв сухожилия,2013-12-14,Легкая,Не требуется
567,Назальный миаз,2021-06-12,Тяжелая,Требуется
568,Нанофиетоз,2016-05-24,Легкая,Не требуется
569,Нарушение толерантности к глюкозе,2012-12-12,Средняя,Не требуется
570,Нарушения ритма сердечной деятельности,2011-04-03,Тяжелая,Требуется
571,Наследственная остеодистрофия Олбрайта,2013-09-10,Средняя,Не требуется
572,Наследственный микросфероцитоз,2018-12-30,Тяжелая,Требуется
573,Натуральная оспа,2019-03-09,Легкая,Не требуется
574,Невралгия тройничного нерва,2012-07-25,Тяжелая,Требуется
575,Неврит зрительного нерва,2011-12-28,Тяжелая,Требуется
576,Недостаточное раскрытие родовых путей,2015-01-07,Тяжелая,Требуется
577,Недостаточность антриовентрикулярных клапанов,2019-09-29,Легкая,Не требуется
578,Недостаточность карбамоилфосфатсинтетазы I,2021-08-15,Легкая,Не требуется
579,Недостаточность трёхстворчатого клапана,2010-05-10,Тяжелая,Требуется
580,Незаращение боталлова протока,2015-09-03,Легкая,Не требуется
581,Незидиобластоз,2019-01-07,Легкая,Не требуется
582,Нейролептический паркинсонизм,2014-05-11,Тяжелая,Требуется
583,Некробактериоз,2011-12-10,Средняя,Не требуется
584,Некроз кости,2018-08-17,Тяжелая,Требуется
585,Некроз плацентарной части стенки матки,2013-07-20,Легкая,Не требуется
586,Нематодозы,2015-03-30,Средняя,Не требуется
587,Ненормальные положения век,2013-07-10,Легкая,Не требуется
588,Неонатальный сахарный диабет,2018-07-13,Средняя,Не требуется
589,Неоспороз,2013-04-27,Тяжелая,Требуется
590,Неправильное положение ресниц,2013-12-16,Тяжелая,Требуется
591,Непроизвольное мочеиспускание,2016-02-15,Тяжелая,Требуется
592,Несахарный диабет,2012-11-06,Средняя,Не требуется
593,Несмыкание век. Заячий глаз,2014-07-13,Средняя,Не требуется
594,Нефроз. Нефротический синдром,2020-02-23,Средняя,Не требуется
595,Нефроптоз,2020-03-19,Средняя,Не требуется
596,Новообразования век,2018-07-29,Средняя,Не требуется
597,Новообразования глазницы,2020-04-01,Тяжелая,Требуется
598,Новообразования конъюнктивы,2018-10-08,Тяжелая,Требуется
599,Нормальный послеродовой период,2012-02-04,Легкая,Не требуется
600,Нутталлиоз лошадей,2014-05-04,Средняя,Не требуется
601,Ньюкаслская болезнь,2018-08-05,Средняя,Не требуется
602,Овариит,2012-03-01,Легкая,Не требуется
603,Огнестрельные раны в области орбиты,2018-09-12,Тяжелая,Требуется
604,Ожоги,2013-05-03,Тяжелая,Требуется
605,Ожоги век,2011-07-16,Тяжелая,Требуется
606,Омфалит,2012-10-10,Средняя,Не требуется
607,Онхоцеркозы,2019-03-16,Легкая,Не требуется
608,Описторхоз,2019-06-17,Легкая,Не требуется
609,Оптиконевромиелит,2018-10-31,Тяжелая,Требуется
610,Опухоли кожи и подкожной клетчатки,2016-07-15,Средняя,Не требуется
611,Опухоли костей,2016-05-23,Тяжелая,Требуется
612,Опухоли миндалин,2016-01-20,Легкая,Не требуется
613,Опухоли предстательной железы,2015-05-21,Средняя,Не требуется
614,Опухоли семенников,2017-09-02,Легкая,Не требуется
615,Опухоли слюнных желёз,2014-09-05,Средняя,Не требуется
616,Опухоли щитовидной железы,2010-10-01,Легкая,Не требуется
617,Опущение верхнего века,2014-07-11,Средняя,Не требуется
618,Орнитодороз,2013-08-27,Легкая,Не требуется
619,Орнитоз,2016-11-28,Средняя,Не требуется
620,Орхит,2016-02-07,Средняя,Не требуется
621,Основные эндокринологические синдромы,2021-02-07,Тяжелая,Требуется
622,Оспа,2013-11-02,Тяжелая,Требуется
623,Оспа карпов,2017-04-02,Средняя,Не требуется
624,Оссифицирующий миозит,2011-10-01,Средняя,Не требуется
625,Оссифицирующий периостит,2021-04-29,Легкая,Не требуется
626,Остеогенная саркома,2016-05-13,Легкая,Не требуется
627,Остеомаляция,2016-09-07,Тяжелая,Требуется
628,Остеомиелит,2019-08-11,Легкая,Не требуется
629,Остиофолликулит,2020-07-24,Легкая,Не требуется
630,Остит,2012-05-01,Тяжелая,Требуется
631,Острая интерстициальная пневмония,2016-11-10,Тяжелая,Требуется
632,Острая лучевая болезнь,2015-07-02,Тяжелая,Требуется
633,Острая печёночная недостаточность,2012-10-10,Тяжелая,Требуется
634,Острые гепатопатии,2018-01-19,Легкая,Не требуется
635,Острый асептический миозит,2010-09-28,Средняя,Не требуется
636,Острый и хронический катаральный конъюнктивит,2011-09-21,Легкая,Не требуется
637,Острый и хронический пиелонефриты,2019-09-02,Тяжелая,Требуется
638,Острый парапроктит,2016-12-31,Средняя,Не требуется
639,Острый рассеянный энцефаломиелит,2017-07-20,Средняя,Не требуется
640,Острый серозно-фибринозный тендовагинит,2012-08-16,Легкая,Не требуется
641,Острый серозный тендовагинит,2016-09-08,Легкая,Не требуется
642,Отодектоз,2017-04-28,Средняя,Не требуется
643,Отравление изониазидом,2017-11-09,Средняя,Не требуется
644,Отрыв части или всего века,2019-09-05,Средняя,Не требуется
645,Отслойка сетчатки,2013-05-05,Средняя,Не требуется
646,Отёчная болезнь поросят,2013-06-08,Тяжелая,Требуется
647,Очаговый нефрит,2019-06-02,Средняя,Не требуется
648,ППома,2010-02-06,Легкая,Не требуется
649,Падевый токсикоз пчёл,2012-03-29,Легкая,Не требуется
650,Панариций,2012-03-06,Средняя,Не требуется
651,Панартрит,2016-08-31,Средняя,Не требуется
652,Пангипопитуитаризм,2015-10-22,Тяжелая,Требуется
653,Паническое расстройство,2016-03-16,Средняя,Не требуется
654,Панкреатит,2011-12-01,Тяжелая,Требуется
655,Панкреатит острый,2019-03-25,Легкая,Не требуется
656,Панкреатическая стеаторея,2014-01-13,Легкая,Не требуется
657,Панлейкопения,2014-08-01,Тяжелая,Требуется
658,Панникулит,2011-08-23,Легкая,Не требуется
659,Панникулит Вебера — Крисчена,2017-07-19,Легкая,Не требуется
660,Панофобия,2018-04-19,Тяжелая,Требуется
661,Папиллома,2016-12-26,Средняя,Не требуется
662,Папиллома глотки,2015-07-23,Средняя,Не требуется
663,Папиллома полости рта,2012-05-10,Легкая,Не требуется
664,Папулез,2013-12-19,Легкая,Не требуется
665,Папулонекротический туберкулез кожи,2021-07-03,Легкая,Не требуется
666,Папулосквамозные изменения,2015-12-24,Тяжелая,Требуется
667,Папулёз,2015-06-24,Легкая,Не требуется
668,Параартикулярный фиброзит,2019-11-19,Средняя,Не требуется
669,Парагонимоз,2016-06-19,Средняя,Не требуется
670,Парагрипп,2011-12-20,Тяжелая,Требуется
671,Паразитарная бронхопневмония,2018-04-26,Тяжелая,Требуется
672,Паразитарные болезни,2019-05-08,Тяжелая,Требуется
673,Паразитарные краниопаги,2010-06-30,Тяжелая,Требуется
674,Паракокцидиоидомикоз,2012-01-23,Легкая,Не требуется
675,Паралитические косоглазия,2020-12-28,Легкая,Не требуется
676,Паралитический илеус и непроходимость кишечника без грыжи,2018-12-22,Тяжелая,Требуется
677,Паралич,2011-01-16,Средняя,Не требуется
678,Паралич Белла,2013-09-17,Тяжелая,Требуется
679,Паралич Дежерин-Клюмпке,2016-05-28,Легкая,Не требуется
680,Паралич блокового нерва,2012-06-30,Средняя,Не требуется
681,Паралич глазодвигательного нерва,2019-01-31,Легкая,Не требуется
682,Паралич и атония мочевого пузыря,2017-08-07,Тяжелая,Требуется
683,Паралич отводящего нерва,2021-06-10,Средняя,Не требуется
684,Паралич сопряжённого взгляда,2014-02-01,Средняя,Не требуется
685,Парамфистоматоз,2020-08-14,Средняя,Не требуется
686,Паранальный синусит,2020-07-18,Средняя,Не требуется
687,Паранефрит,2015-10-17,Легкая,Не требуется
688,Парапроктит,2013-09-27,Тяжелая,Требуется
689,Параскаридоз,2019-06-15,Легкая,Не требуется
690,Парафиляриоз (сечение),2017-06-18,Тяжелая,Требуется
691,Парвовирусный энтерит,2011-09-30,Легкая,Не требуется
692,Парез,2020-03-24,Тяжелая,Требуется
693,Парезы и параличи,2011-11-01,Средняя,Не требуется
694,Пародонтопатия,2019-10-07,Тяжелая,Требуется
695,Пароксизмальная тахикардия,2012-06-17,Легкая,Не требуется
696,Паротит,2013-06-12,Тяжелая,Требуется
697,Пастереллёз,2016-06-11,Средняя,Не требуется
698,Пентозурия,2017-01-02,Легкая,Не требуется
699,Перелом костей,2015-10-21,Средняя,Не требуется
700,Перелом костей открытый,2020-02-05,Средняя,Не требуется
701,Переломы в области орбиты,2020-12-20,Легкая,Не требуется
702,Перерождение матки,2011-05-06,Средняя,Не требуется
703,Периартикулярный фиброзит,2014-10-11,Легкая,Не требуется
704,Перивульварная пиодермия,2010-03-13,Тяжелая,Требуется
705,Перикардит,2019-07-25,Средняя,Не требуется
706,Периодонтит,2014-07-07,Средняя,Не требуется
707,Перитонит,2018-11-05,Тяжелая,Требуется
708,Персистирование плодов,2017-08-09,Тяжелая,Требуется
709,Перфорация матки,2016-12-27,Легкая,Не требуется
710,Печени и желчного пузыря болезни,2020-04-13,Тяжелая,Требуется
711,Печени цирроз,2016-06-26,Средняя,Не требуется
712,Печёночная кома,2013-11-23,Легкая,Не требуется
713,Пилороспазм,2013-10-25,Легкая,Не требуется
714,Пиометра,2020-06-27,Легкая,Не требуется
715,Пироплазмоз крупного рогатого скота,2017-11-20,Тяжелая,Требуется
716,Пироплазмоз собак,2018-07-26,Тяжелая,Требуется
717,Писчий спазм,2014-09-22,Легкая,Не требуется
718,Пищевода паралич,2012-02-20,Средняя,Не требуется
719,Плантарный фасциит,2010-05-07,Средняя,Не требуется
720,Плеврит,2013-07-01,Средняя,Не требуется
721,Пневмонии,2015-09-29,Легкая,Не требуется
722,Пневмонит,2019-11-19,Легкая,Не требуется
723,Пневмония уремическая,2011-05-22,Средняя,Не требуется
724,Пневмоторакс,2014-07-27,Легкая,Не требуется
725,Поверхностное воспаление век и свободного края,2016-12-09,Легкая,Не требуется
726,Повреждение мозга,2020-07-04,Легкая,Не требуется
727,Поджелудочной железы болезни,2013-04-13,Тяжелая,Требуется
728,Пойкилодермия Сиватта,2011-06-17,Легкая,Не требуется
729,Поликория,2018-02-12,Легкая,Не требуется
730,Полип жёлчного пузыря,2020-03-07,Легкая,Не требуется
731,Полип мочевого пузыря,2013-02-23,Средняя,Не требуется
732,Поллиноз,2013-05-25,Тяжелая,Требуется
733,Порокератоз Мибелли,2016-08-01,Тяжелая,Требуется
734,Постит,2016-07-19,Средняя,Не требуется
735,Потница,2016-08-03,Средняя,Не требуется
736,Почечная гликозурия,2011-05-16,Легкая,Не требуется
737,Почечная недостаточность,2014-05-17,Средняя,Не требуется
738,Почечный тубулярный ацидоз,2017-09-04,Средняя,Не требуется
739,Предродовая и послеродовая тетания,2018-10-12,Легкая,Не требуется
740,Преходящее нарушение мозгового кровообращения,2018-05-04,Легкая,Не требуется
741,Преэклампсия,2020-02-11,Тяжелая,Требуется
742,Приобретённые пороки сердца,2016-03-05,Средняя,Не требуется
743,Прогрессирующий супрануклеарный парез взора,2013-09-12,Тяжелая,Требуется
744,Продолжительная течка,2019-08-06,Средняя,Не требуется
745,Проктит,2020-05-07,Тяжелая,Требуется
746,Пролежень,2015-11-25,Средняя,Не требуется
747,Проникающие раны брюшной стенки,2013-12-08,Тяжелая,Требуется
748,Простатит,2012-11-06,Легкая,Не требуется
749,Простой герпес,2017-10-13,Средняя,Не требуется
750,Простой или чешуйчатый блефарит,2014-08-30,Легкая,Не требуется
751,Псевдамфистомоз,2020-03-22,Тяжелая,Требуется
752,Псевдогипоальдостеронизм,2016-01-12,Тяжелая,Требуется
753,Псевдолактация ложная щенность,2010-07-09,Тяжелая,Требуется
754,Псевдотуберкулёз,2020-04-04,Тяжелая,Требуется
755,Псориатический артрит,2011-04-16,Средняя,Не требуется
756,Пузырный занос,2019-08-19,Средняя,Не требуется
757,Пузырчатка Гужеро — Хейли — Хейли,2016-08-25,Легкая,Не требуется
758,Пузырчатка обыкновенная пемфигоид атопический дерматит,2016-01-16,Средняя,Не требуется
759,Пуллороз,2020-05-10,Легкая,Не требуется
760,Пульпит,2020-11-26,Легкая,Не требуется
761,Пятнистая лихорадка Скалистых гор,2018-12-16,Легкая,Не требуется
762,Рабдитозы,2019-03-06,Средняя,Не требуется
763,Рабдомиосаркома,2020-12-07,Средняя,Не требуется
764,Радиационное поражение,2010-11-27,Легкая,Не требуется
765,Разговоры во сне,2015-10-22,Тяжелая,Требуется
766,Раздражающий контакный дерматит,2017-09-11,Тяжелая,Требуется
767,Разрыв мочевого пузыря,2016-05-30,Средняя,Не требуется
768,Разрыв мочеточника,2018-12-19,Средняя,Не требуется
769,Разрыв сухожилия,2010-11-05,Средняя,Не требуется
770,Рак губы,2014-12-09,Тяжелая,Требуется
771,Рак поджелудочной железы,2021-06-18,Легкая,Не требуется
772,Раны,2018-01-18,Средняя,Не требуется
773,Раны и ушибы век,2016-06-21,Тяжелая,Требуется
774,Раны ушибы и пролежни,2010-10-29,Тяжелая,Требуется
775,Растяжение сухожилий,2010-06-03,Легкая,Не требуется
776,Расширение сердца,2018-05-31,Легкая,Не требуется
777,Рахит,2016-05-29,Средняя,Не требуется
778,Ревматический полиартрит,2011-02-03,Тяжелая,Требуется
779,Ревматоидный полиартрит,2015-04-30,Тяжелая,Требуется
780,Ревмокардит,2019-04-16,Легкая,Не требуется
781,Респираторный бронхиолит,2018-09-21,Тяжелая,Требуется
782,Ретенционные кисты,2010-04-29,Средняя,Не требуется
783,Ретробульбарный неврит,2010-03-15,Средняя,Не требуется
784,Риккетсии,2020-02-28,Средняя,Не требуется
785,Ринит эпистахиз лингатуллез миаз,2011-11-16,Легкая,Не требуется
786,Ринэстроз,2019-11-16,Средняя,Не требуется
787,Рожа свиней,2014-07-16,Средняя,Не требуется
788,Розацеа,2015-01-29,Средняя,Не требуется
789,Сальмонеллез,2012-10-30,Тяжелая,Требуется
790,Сальпингит,2016-12-22,Средняя,Не требуется
791,Сангвиниколёз,2017-04-09,Тяжелая,Требуется
792,Сап,2015-07-06,Тяжелая,Требуется
793,Саркоидоз,2015-10-02,Легкая,Не требуется
794,Саркоптоз,2013-07-19,Средняя,Не требуется
795,Саркоспоридиоз (саркоцистоз),2010-06-19,Средняя,Не требуется
796,Свежие рванолоскутные раны,2011-07-16,Легкая,Не требуется
797,Свиной грипп,2012-04-15,Средняя,Не требуется
798,Сдавление головного мозга,2015-02-06,Легкая,Не требуется
799,Себорейный дерматит,2013-06-18,Тяжелая,Требуется
800,Себорея,2020-08-25,Тяжелая,Требуется
801,Сепсис,2017-12-02,Легкая,Не требуется
802,Септическая и тромбоэмболическая пневмонии,2019-06-22,Средняя,Не требуется
803,Септический артрит,2010-12-02,Легкая,Не требуется
804,Серозный периостит,2013-09-10,Средняя,Не требуется
805,Сетариозы,2013-07-19,Тяжелая,Требуется
806,Сибирская язва,2012-08-03,Легкая,Не требуется
807,Сикоз,2016-02-25,Средняя,Не требуется
808,Силикатоз,2013-09-24,Средняя,Не требуется
809,Симфизарный перелом нижней челюсти,2018-09-22,Средняя,Не требуется
810,Сингамоз,2017-06-02,Средняя,Не требуется
811,Синдром Видемана — Раутенштрауха,2017-04-09,Тяжелая,Требуется
812,Синдром Гийена — Барре,2017-07-13,Средняя,Не требуется
813,Синдром Дауна,2017-09-22,Средняя,Не требуется
814,Синдром Денди — Уокера,2019-08-19,Средняя,Не требуется
815,Синдром Кавасаки,2019-02-06,Средняя,Не требуется
816,Синдром Каллмана,2016-05-18,Тяжелая,Требуется
817,Синдром Картагенера,2013-03-14,Средняя,Не требуется
818,Синдром Конна,2020-01-19,Тяжелая,Требуется
819,Синдром Ларона,2013-04-18,Средняя,Не требуется
820,Синдром Люси — Дрисколл,2021-04-05,Тяжелая,Требуется
821,Синдром Маклеода,2021-06-22,Средняя,Не требуется
822,Синдром Маллори-Вейсса,2019-03-25,Легкая,Не требуется
823,Синдром Марфана,2011-12-31,Легкая,Не требуется
824,Синдром Мебиуса,2016-08-01,Тяжелая,Требуется
825,Синдром Сиппла,2017-04-27,Легкая,Не требуется
826,Синдром Сотоса,2016-04-11,Тяжелая,Требуется
827,Синдром Тричера Коллинза,2011-07-23,Средняя,Не требуется
828,Синдром Холта-Орама,2019-11-16,Средняя,Не требуется
829,Синдром Шегрена,2021-01-23,Средняя,Не требуется
830,Синдром Шерешевского — Тёрнера,2013-11-13,Средняя,Не требуется
831,Синдром Шмидта,2015-08-14,Легкая,Не требуется
832,Синдром Эдвардса,2013-01-03,Тяжелая,Требуется
833,Синдром гипогонадотропизма,2019-12-14,Легкая,Не требуется
834,Синдром кошачьего крика,2015-07-31,Легкая,Не требуется
835,Синдром мышечной скованности,2016-04-14,Средняя,Не требуется
836,Синдром несахарного мочеизнурения,2014-05-24,Легкая,Не требуется
837,Синдром нечувствительности к эстрогенам,2014-12-06,Легкая,Не требуется
838,Синдром повреждения Неймегена,2017-02-18,Тяжелая,Требуется
839,Синдром портальной гипертензии,2015-01-05,Тяжелая,Требуется
840,Синдром постмастэктомического лимфатического отека,2020-08-03,Тяжелая,Требуется
841,Синдром преждевременного возбуждения желудочков,2015-03-09,Средняя,Не требуется
842,Синдром прорезывания зубов,2016-04-02,Средняя,Не требуется
843,Синдром раздраженного кишечника,2016-05-28,Легкая,Не требуется
844,Синдром резистентных яичников,2015-12-28,Тяжелая,Требуется
845,Синдром слепой кишечной петли,2011-01-30,Легкая,Не требуется
846,Системная красная волчанка,2012-12-09,Тяжелая,Требуется
847,Сифункулятозы жвачных,2016-06-17,Средняя,Не требуется
848,Склеивание шерсти вокруг заднего прохода,2014-03-15,Средняя,Не требуется
849,Склерома,2012-10-14,Легкая,Не требуется
850,Слабая родовая деятельность,2019-07-28,Средняя,Не требуется
851,Слабость и асфиксия,2011-03-22,Средняя,Не требуется
852,Случайные раны,2016-10-04,Тяжелая,Требуется
853,Соматостатинома,2016-01-15,Средняя,Не требуется
854,Сотрясение спинного мозга,2011-06-12,Легкая,Не требуется
855,Спастическая дисфония,2012-10-19,Легкая,Не требуется
856,Спондилёз,2015-08-27,Легкая,Не требуется
857,Сращение век с глазным яблоком,2011-11-08,Легкая,Не требуется
858,Сращение краёв век,2013-08-30,Средняя,Не требуется
859,Стафилококкоз,2012-01-26,Тяжелая,Требуется
860,Стеатогепатит,2010-06-28,Средняя,Не требуется
861,Стеатоз печени,2019-06-18,Легкая,Не требуется
862,Стеноз митрального клапана,2012-12-28,Тяжелая,Требуется
863,Стеноз устья легочной артерии,2020-09-26,Средняя,Не требуется
864,Стенокардия Принцметала,2014-02-17,Тяжелая,Требуется
865,Стойкий лентикулярный гиперкератоз Флегеля,2011-02-02,Легкая,Не требуется
866,Столбняк,2013-03-01,Тяжелая,Требуется
867,Стоматит,2017-07-28,Средняя,Не требуется
868,Стрептодермия,2016-08-08,Средняя,Не требуется
869,Субкорнеальный пустулез Снеддона — Уилкинсона,2010-12-31,Легкая,Не требуется
870,Субострия,2020-02-20,Тяжелая,Требуется
871,Сужение закупорка и заращение слёзных точек и канальцев,2014-07-10,Тяжелая,Требуется
872,Телеангиэктазия,2018-09-11,Тяжелая,Требуется
873,Тендинит,2018-07-17,Средняя,Не требуется
874,Тениаринхоз,2018-04-17,Легкая,Не требуется
875,Тениозы,2019-12-25,Тяжелая,Требуется
876,Тепловой солнечный удар,2012-06-29,Легкая,Не требуется
877,Тернидентоз,2014-05-16,Средняя,Не требуется
878,Тестикулярный микролитиаз,2020-04-13,Тяжелая,Требуется
879,Тизаниезиоз,2015-12-01,Тяжелая,Требуется
880,Токсаскаридоз,2019-01-02,Легкая,Не требуется
881,Токсаскароз,2012-01-20,Средняя,Не требуется
882,Токсидермия,2011-04-30,Тяжелая,Требуется
883,Токсикомания,2012-03-17,Легкая,Не требуется
884,Токсокароз,2019-05-26,Тяжелая,Требуется
885,Токсоплазмоз,2011-10-15,Тяжелая,Требуется
886,Томинксоз,2011-07-15,Легкая,Не требуется
887,Тонзиллит,2018-12-30,Легкая,Не требуется
888,Торакальное ранение,2014-02-17,Средняя,Не требуется
889,Торсионная дистония,2012-01-03,Легкая,Не требуется
890,Травматическая асфиксия,2020-01-05,Средняя,Не требуется
891,Травматические повреждения в области глазницы,2020-10-17,Тяжелая,Требуется
892,Травмы конъюнктивы,2021-06-27,Тяжелая,Требуется
893,Транзиторный акантолитический дерматоз Гровера,2012-08-07,Средняя,Не требуется
894,Трансмиссивная саркома,2018-06-17,Средняя,Не требуется
895,Транспозиция магистральных сосудов,2019-08-23,Средняя,Не требуется
896,Траншейная стопа,2016-09-20,Легкая,Не требуется
897,Трематодозы,2021-02-03,Тяжелая,Требуется
898,Трещины костей в области орбиты,2021-03-22,Тяжелая,Требуется
899,Трихиазис,2015-06-24,Легкая,Не требуется
900,Трихиннелёз,2011-04-24,Легкая,Не требуется
901,Тропическая лёгочная эозинофилия,2020-03-11,Тяжелая,Требуется
902,Туберкулёз,2018-10-10,Тяжелая,Требуется
903,Тубулопатии,2012-03-29,Тяжелая,Требуется
904,Туляремия,2012-05-07,Тяжелая,Требуется
905,Увеит,2017-06-08,Легкая,Не требуется
