388;КОСТОЧКА;Требуется;26;2300;2020-12-31
389;КОТ БАЮН РАСТВОР;Требуется;10;3800;2011-09-18
390;КОТ БАЮН ТАБЛЕТКИ;Не требуется;17;5650;2013-03-30
391;КОТЭРВИН;Требуется;9;1000;2021-08-03
392;КОФЕИН-БЕНЗОАТ НАТРИЯ 20 %;Требуется;11;2000;2021-01-27
393;КОФЕИН-БЕНЗОАТ НАТРИЯ 20 %;Требуется;30;6600;2010-12-18
394;КОЦЕФЕН 200;Требуется;21;8000;2014-07-06
395;КРЕМ ЗАЩИТНЫЙ ЗАБОТА;Требуется;22;5500;2013-12-31
396;КРЕМ КОПЫТНЫЙ КОСМЕТИЧЕСКИЙ ДЛЯ ЛОШАДЕЙ;Не требуется;22;4500;2018-05-11
397;КРЕМ КОСМЕТИЧЕСКИЙ НОЧКА С ДУШИЦЕЙ И ШИПОВНИКОМ;Не требуется;20;5100;2021-03-02
398;КРЕМ КОСМЕТИЧЕСКИЙ НОЧКА С РОМАШКОЙ И КАЛЕНДУЛОЙ;Не требуется;5;8000;2020-12-01
399;КРЕМ ЛАБДОЛЕНОВЫЙ;Требуется;27;7000;2010-01-15
400;КРЕМ «НЕЖНОСТЬ»;Требуется;21;2350;2010-06-05
401;КРЕОЛИН БЕСФЕНОЛЬНЫЙ КАМЕННОУГОЛЬНЫЙ;Не требуется;13;3900;2012-08-14
402;КРЕОЛИН-Д;Требуется;24;1800;2017-04-01
403;КРЕОЛИН-Х;Не требуется;16;7250;2013-01-14
404;КСИДИКОЛЬ СПРЕЙ;Не требуется;13;4300;2018-10-02
405;КСИКЛАВ СУСПЕНЗИЯ;Не требуется;6;7150;2017-06-20
406;КСИКЛАВ ТАБЛЕТКИ;Требуется;15;4600;2018-01-08
407;КСИЛА;Требуется;9;1100;2016-10-06
408;КСИЛАНАЗА;Требуется;13;5850;2016-01-19
409;КСИЛАНИТ;Не требуется;12;3950;2014-11-22
410;МАГКОЛИСТИН;Требуется;16;9000;2014-02-26
411;МАГЭСТРОЛ;Не требуется;17;1950;2011-08-13
412;МАГЭСТРОФАН;Требуется;15;9850;2016-12-05
413;МАДИКОКС;Не требуется;25;7500;2012-09-14
414;МАЗЬ АВЕРСЕКТИНОВАЯ;Не требуется;8;2850;2013-07-24
415;МАЗЬ АКАМИКСАН;Не требуется;6;9400;2019-02-23
416;МАЗЬ АНАНДИН;Требуется;29;3700;2021-04-18
417;МАЗЬ БИОСЕПТИН;Требуется;18;8600;2015-05-17
418;МАЗЬ ДЛЯ ОБРАБОТКИ ИНФИЦИРОВАННЫХ РАН;Требуется;17;9600;2018-09-12
419;МАЗЬ ИХТИОЛОВАЯ;Не требуется;9;2550;2010-05-04
420;МАЗЬ ИХТИОЛОВАЯ;Требуется;21;9400;2021-06-14
421;МАЗЬ КАМФОРНАЯ 10%;Не требуется;21;9550;2012-10-08
422;МАЗЬ ЛАНТАВЕТ;Не требуется;15;9250;2021-05-27
423;МАЗЬ ЛЕВОМЕКОЛЬ;Требуется;6;5550;2020-03-04
424;МАЗЬ ПИХТОИН;Требуется;10;9050;2013-12-22
425;МАЗЬ ПИХТОИНОВАЯ;Не требуется;5;8550;2013-01-31
426;МАЗЬ САЛИЦИЛОВАЯ;Требуется;28;1000;2020-03-06
427;МАЗЬ СЕРНАЯ ПРОСТАЯ;Требуется;17;8100;2012-12-09
428;МАЗЬ СЕРНО-ДЕГТЯРНАЯ;Требуется;22;6750;2014-11-20
429;МАЗЬ СТРЕПТОЦИДОВАЯ (Агрофарм);Требуется;18;9700;2012-11-21
430;МАЗЬ СТРЕПТОЦИДОВАЯ (ЗВП);Не требуется;5;9000;2012-08-18
431;МАЗЬ СТРЕПТОЦИДОВАЯ (Фармакс);Не требуется;10;9500;2016-01-12
432;МАЗЬ ТЕТРАЦИКЛИНОВАЯ 3 %;Требуется;9;8950;2016-02-21
433;МАЗЬ ФАРМАЙОДНАЯ АНТИСЕПТИЧЕСКАЯ;Требуется;12;5600;2013-05-03
434;МАЗЬ ЦИНКОВАЯ (Unguentum Zinci);Не требуется;20;9500;2015-11-08
435;МАЗЬ ЭРИТРОМИЦИНОВАЯ;Не требуется;18;1600;2011-11-04
436;МАЗЬ ЯМ;Не требуется;16;7100;2016-01-31
437;МАЗЬ ЯМ БК;Требуется;11;3950;2019-06-12
438;МАЗЬ ЯХАЛИМП;Не требуется;8;9300;2015-12-12
439;МАКРОЛАН WS;Не требуется;5;7950;2018-09-24
440;МАЛЬТ-ПАСТА;Не требуется;14;8450;2015-01-29
441;МАПРЕЛИН ХР10 ВЕЙКС;Требуется;16;5550;2010-06-19
442;МАРБОЦИН;Требуется;29;8300;2010-09-11
443;МАРУКОКС 1 %;Не требуется;19;8900;2012-12-17
444;МАРФЛОКСИН 10% РАСТВОР;Не требуется;19;8800;2017-05-27
445;МАРФЛОКСИН 2% РАСТВОР;Не требуется;8;2450;2019-10-07
446;МАРФЛОКСИН ТАБЛЕТКИ;Требуется;14;6850;2017-07-16
447;МАСЛО КАМФОРНОЕ 10 %;Не требуется;28;3100;2015-04-22
448;МАСТЕНИТ;Требуется;28;6050;2017-04-05
449;МАСТИВЕКС;Не требуется;9;7750;2011-12-22
450;МАСТИЕТ ГОЛД;Требуется;13;7200;2016-01-07
451;МАСТИЕТ ФОРТЕ;Не требуется;16;9800;2016-01-18
452;МАСТИЛЕКС;Требуется;7;6450;2021-08-26
453;МАСТИНОЛ;Требуется;12;9600;2014-03-24
454;МАСТИСАН А;Не требуется;26;4500;2018-02-22
455;МАСТИСЕПТ;Не требуется;27;4700;2012-09-28
456;МАСТИСЕПТ-А;Не требуется;30;8550;2016-10-16
457;МАСТОМЕТРИН РАСТВОР ДЛЯ ИНЪЕКЦИЙ;Требуется;24;3600;2020-09-12
458;МАСТОМИЦИН;Требуется;6;2850;2012-10-08
459;МАСТОСАНИТ;Не требуется;18;4050;2013-07-24
460;МЕДИЦИЛАТ;Требуется;24;4250;2016-09-11
461;МЕКСИДОЛ-ВЕТ РАСТВОР ДЛЯ ИНЪЕКЦИЙ;Не требуется;22;1750;2017-03-29
462;МЕКСИДОЛ-ВЕТ ТАБЛЕТКИ;Требуется;25;9950;2017-06-04
463;МЕЛ КОРМОВОЙ;Не требуется;28;4900;2013-03-28
464;МЕЛОКСИДИЛ;Требуется;5;9100;2020-10-26
465;МЕРАДОК;Требуется;15;2200;2011-01-29
466;МЕСАЛИН;Не требуется;5;9150;2020-08-09
467;МЕТАБОЛАЗА;Не требуется;18;1150;2015-12-27
468;МЕТРАМАГ;Не требуется;15;1000;2016-06-29
469;МЕТРАФУР;Не требуется;14;9200;2019-09-08
470;МЕТРИКУР;Требуется;28;6800;2012-09-02
471;МЕТРОНИД 50;Требуется;27;3500;2020-04-26
472;МЕТРОНИДАЗОЛ;Не требуется;25;1750;2012-10-16
473;МЕТРОНИДАЗОЛ ТАБЛЕТКИ;Не требуется;24;1200;2018-07-08
474;МЕТРОСЕПТ;Требуется;5;4750;2011-04-11
475;МИЗОФЕН МАЗЬ;Требуется;10;2050;2020-01-27
476;МИЗОФЕН-Ф;Не требуется;16;3150;2014-01-26
477;МИКОАСК гель;Не требуется;18;3500;2019-01-21
478;МИКОАСК полоски;Требуется;6;7100;2015-11-02
479;МИКОДЕМОЦИД;Не требуется;23;8150;2012-09-28
480;МИКОЗОЛ;Не требуется;19;4650;2012-04-29
481;МИКОСОРБ;Не требуется;26;5500;2016-08-02
482;МИКРОВИТАМ;Не требуется;12;1100;2018-03-07
483;МИКСОФЕРОН;Требуется;25;7700;2016-08-26
484;МИЛОКЛОКС LA;Не требуется;5;9350;2015-08-12
485;МИЛПРАЗОН ТАБЛЕТКИ ДЛЯ КОШЕК;Требуется;30;2750;2012-10-08
486;МИЛПРАЗОН ТАБЛЕТКИ ДЛЯ СОБАК;Не требуется;12;9350;2020-02-26
487;МИЛЬБЕМАКС ЖЕВАТЕЛЬНЫЕ ТАБЛЕТКИ;Требуется;21;9950;2016-04-07
488;МИЛЬБЕМАКС ТАБЛЕТКИ;Не требуется;26;1400;2020-12-07
489;МИЛЬПРО ДОГ;Не требуется;30;7400;2010-01-16
490;МИЛЬПРО КЭТ;Не требуется;11;3200;2017-12-18
491;МИНКОВАК;Не требуется;23;2850;2014-08-20
492;МИНКОВАК 2;Не требуется;10;8250;2016-11-05
493;МИНКОВАК 3;Требуется;29;3450;2019-02-04
494;МИНКОВАК В;Не требуется;11;1050;2015-12-31
495;МИНКОВАК Е;Не требуется;28;7650;2012-06-18
496;МИНКОВАК Р;Требуется;24;2350;2018-07-01
497;МИСС КИСС КАПЛИ ИНСЕКТО-АКАРИЦИДНЫЕ;Требуется;23;6200;2015-07-27
498;МИСС КИСС ПАЛОЧКИ ВАТНЫЕ ИНТЕНСИВНАЯ ЗАЩИТА;Требуется;5;7350;2018-06-17
499;МИСС КИСС ПАЛОЧКИ ВАТНЫЕ ИНТЕНСИВНАЯ ЗАЩИТА;Требуется;8;2900;2020-08-06
500;МИСС КИСС ШАМПУНЬ-КОНДИЦИОНЕР ГРАЦИОЗНЫЙ СФИНКС;Не требуется;20;6200;2015-07-13
501;МИСС КИСС ШАМПУНЬ-КОНДИЦИОНЕР ИЗЯЩНАЯ ПАНТЕРА;Требуется;17;5850;2012-11-25
502;МИСС КИСС ШАМПУНЬ-КОНДИЦИОНЕР ПУШИСТЫЙ ХВОСТИК;Требуется;29;9650;2014-07-15
503;МИСС КИСС ШАМПУНЬ-КОНДИЦИОНЕР РОСКОШНАЯ ЛЬВИЦА;Не требуется;21;3700;2010-03-12
504;МИСТЕР БРУНО СПРЕЙ;Требуется;23;9250;2015-11-07
505;МИСТЕР БРУНО КАПЛИ ИНСЕКТО-АКАРИЦИДНЫЕ;Требуется;5;3800;2020-01-02
506;МИСТЕР БРУНО ШАМПУНЬ ИНСЕКТИЦИДНЫЙ;Не требуется;24;8300;2014-02-19
507;МИСТЕР БРУНО ШАМПУНЬ-КОНДИЦИОНЕР ГЛЯНЦЕВЫЙ БЛЕСК;Не требуется;13;4650;2018-05-22
508;МИСТЕР БРУНО ШАМПУНЬ-КОНДИЦИОНЕР ЖЕСТКИЙ СТИЛЬ;Требуется;22;3150;2015-10-24
509;МИСТЕР БРУНО ШАМПУНЬ-КОНДИЦИОНЕР МЯГКИЙ ПЛЮШ;Не требуется;25;4400;2012-04-10
510;МИСТЕР БРУНО ШАМПУНЬ-КОНДИЦИОНЕР НЕЖНЫЙ БАРХАТ;Не требуется;18;1150;2011-02-08
511;МИСТЕР БРУНО ШАМПУНЬ-КОНДИЦИОНЕР ПОСЛУШНЫЙ ШЕЛК;Не требуется;21;3850;2018-03-28
512;МИСТЕР БРУНО ШАМПУНЬ-КОНДИЦИОНЕР ПУШИСТОЕ ОБЛАКО;Не требуется;10;6400;2017-01-29
513;МИСТЕР БРУНО ЭКСТРА КАПЛИ;Не требуется;26;8250;2015-06-30
514;МОЛД-ЗАП;Требуется;23;4300;2014-04-02
515;МОНЕНЗИН 10 %;Не требуется;26;4600;2020-09-30
516;МОНЕНЗИН 20 %;Требуется;11;4900;2010-12-25
517;Монж Диета;Требуется;26;1150;2015-01-13
518;МОНИЗЕН;Не требуется;14;1950;2017-07-14
519;МОНЛАР 10 %;Не требуется;10;8500;2010-08-08
520;МСТА;Требуется;9;3200;2017-04-17
521;МУЛЬТИБАЙ IMM;Не требуется;25;2700;2018-08-23
522;МУЛЬТИБАКТЕРИН ОМЕГА-10;Требуется;6;9750;2013-03-19
523;МУЛЬТИВИТ;Не требуется;14;3550;2010-10-04
524;МУЛЬТИВИТАМИН ИНЪЕКЦИИ;Не требуется;10;5150;2017-03-26
525;МУЛЬТИВИТАМИН ИНЪЕКЦИОННЫЙ;Требуется;18;3200;2010-04-30
526;МУЛЬТИКАН-1;Требуется;16;8500;2016-07-18
527;МУЛЬТИКАН-2;Не требуется;29;2750;2013-10-05
528;МУЛЬТИКАН-4;Не требуется;15;8850;2014-04-16
529;МУЛЬТИКАН-6;Требуется;25;5600;2016-03-18
530;МУЛЬТИКАН-7;Требуется;16;9950;2017-12-23
531;МУЛЬТИКАН-8;Не требуется;10;4400;2012-09-30
532;МУЛЬТИМАС;Требуется;27;8150;2010-11-15
533;МУЛЬТИМАСТ DC;Требуется;28;4950;2016-02-28
534;МУЛЬТИФЕЛ-4;Не требуется;29;1550;2011-03-16
535;МУРАВЬИНКА;Не требуется;22;5600;2015-11-05
536;МЭК-СХ-1;Требуется;27;9550;2016-09-30
537;МЭК-СХ-1;Требуется;8;8800;2012-06-13
538;МЭК-СХ-2;Требуется;30;2500;2017-08-01
539;МЭК-СХ-2;Требуется;17;3850;2012-02-23
540;МЭК-СХ-3;Требуется;13;9400;2019-06-02
541;МЭК-СХ-3;Не требуется;21;8400;2020-09-09
542;ПАНАКУР ГРАНУЛЯТ;Требуется;12;1350;2010-05-29
543;ПАНАКУР ПАСТА;Не требуется;19;8200;2014-06-21
544;ПАНДЕКС 1 %;Требуется;28;7850;2018-05-04
545;ПАНОЛОГ мазь;Не требуется;16;9000;2013-02-03
546;ПАРАСТОП;Не требуется;19;9900;2012-07-27
547;ПАСТА АЛЕЗАН;Требуется;5;9750;2020-09-25
548;ПАУДОКС;Требуется;18;6450;2015-09-22
549;ПЕКСИОН;Не требуется;6;3500;2010-02-28
550;ПЕНБЕКС;Требуется;19;9550;2018-03-18
551;ПЕНОФУР;Требуется;26;8700;2013-06-29
552;ПЕНСТРЕП;Требуется;30;6700;2011-09-21
553;ПЕНСТРЕП 400 ЛА;Не требуется;29;7250;2016-10-14
554;ПЕРКУТАН;Не требуется;24;3050;2015-01-27
555;ПЕРОЛ-А;Требуется;17;3600;2021-03-08
556;ПЕТКАМ ТАБС;Не требуется;18;5900;2016-10-02
557;ПЕХА-ХАФТ;Требуется;6;8600;2017-04-03
558;ПИМОПЕТ;Не требуется;27;6900;2010-08-15
559;ПИРО-СТОП;Не требуется;30;7200;2011-07-07
560;ПИРОСАН;Не требуется;29;4050;2013-06-16
561;ПИХТОВИТИН;Требуется;11;6550;2019-01-01
562;ПЛАЗМА КРОВИ АЭРОЗОЛЬНОЙ СУШКИ АР-820;Требуется;28;1450;2015-07-15
563;ПЛАЦЕНТА ДЕНАТУРИРОВАННАЯ ЭМУЛЬГИРОВАННАЯ;Не требуется;6;9150;2020-09-20
564;ПЛЕРИОН;Не требуется;7;8450;2016-05-22
565;ПЛЮСЕТ;Не требуется;26;3050;2020-12-11
566;ПНЕВМЕКВИН;Требуется;20;9750;2018-04-05
567;ПНЕВМОСТОП;Требуется;9;1150;2010-07-27
568;ПОЛИВАЛЕНТНАЯ ФОРМОЛВАКЦИНА;Требуется;17;9100;2017-08-22
569;ПОЛИГЕН РАСТВОР;Требуется;29;6400;2011-04-26
570;ПОЛИГЕН СУХОЙ;Не требуется;8;2600;2020-06-21
571;ПОЛИДЕКС ПОЛИВИТ – КАЛЬЦИЙ ПЛЮС;Не требуется;28;8900;2018-01-15
572;ПОЛИДЕКС ПРОТЕВИТ ПЛЮС;Не требуется;29;9700;2020-04-08
573;ПОЛИДЕКС СУПЕР ШЕРСТЬ ПЛЮС;Требуется;5;2600;2020-01-17
574;ПОЛИКАНИГЛОБ;Требуется;18;2950;2017-12-09
575;ПОЛИМИКСИНА М СУЛЬФАТ;Не требуется;20;2900;2013-03-22
576;ПОЛИОКСИДОНИЙ-ВЕТ РАСТВОР;Не требуется;15;7500;2011-12-04
577;ПОЛИРИБОНАТ;Требуется;9;2350;2011-05-28
578;ПОЛИСАН;Требуется;11;4800;2018-07-13
579;ПОЛИСОЛИ МИКРОЭЛЕМЕНТОВ;Не требуется;12;9550;2019-10-01
580;ПОЛИСОРБ ВП;Не требуется;8;4050;2020-01-04
581;ПОЛЬОДОКСИН;Не требуется;24;9050;2011-06-21
582;ПОРЗИМ 8100;Не требуется;16;5800;2010-08-16
583;ПОРЗИМ 8300;Не требуется;5;1650;2021-01-29
584;ПОРЗИМ 9100;Требуется;26;1100;2019-04-30
585;ПОРЗИМ 9300;Требуется;29;4650;2018-05-03
586;ПОРЗИМ ТП100;Требуется;24;9300;2010-06-23
587;ПОРКОМИЛК;Требуется;25;2100;2020-12-06
588;ПОРОШОК СПИРУЛИНА;Требуется;19;9450;2020-02-15
589;ПОРЦИЛИС ВРМ;Не требуется;25;7150;2014-07-10
590;ПОРЦИЛИС КОЛИ;Не требуется;12;8500;2019-06-23
591;ПРАЗИВЕР;Требуется;12;1350;2021-08-08
592;ПРАЗИМЕК-D;Не требуется;16;7550;2013-07-20
593;ПРАЗИМЕК-С;Требуется;12;8250;2021-03-06
594;ПРЕМИКС РЯБУШКА (1 %);Требуется;18;1150;2019-02-17
595;ПРЕМИКСЫ-КОНЦЕНТРАТЫ КЛАДЕЗЬ;Не требуется;8;5400;2011-07-01
596;ПРЕНОЛАКТ-ПОРОШОК;Не требуется;10;2100;2011-06-07
597;ПРИМАЛАКТ;Не требуется;29;2300;2012-12-11
598;ПРОГЕСТАМАГ;Требуется;11;1150;2017-10-14
599;ПРОДАКТИВ ФОРТЕ;Требуется;14;9400;2016-07-31
600;ПРОКОКС;Требуется;29;4950;2019-12-23
601;ПРОПАЛИН;Не требуется;22;3800;2017-08-29
602;ПРОТЕКФЛЮ;Требуется;20;6500;2013-04-17
603;ПРОТЕКФЛЮ ТЕ;Требуется;16;9900;2015-10-07
604;ПРОТОСУБТИЛИН Г3Х;Не требуется;26;2400;2016-10-04
605;ПРОФЕНДЕР;Требуется;20;4350;2021-09-08
606;ПУЛЬМАМАГ;Не требуется;9;9350;2015-05-28
607;ПУЛЬМОКИТ;Не требуется;13;3550;2013-04-21
608;ПУРЕВАКС RCP;Требуется;29;3050;2018-12-22
609;ПУРЕВАКС RCPCh;Не требуется;7;9750;2020-03-12
610;ПЧЕЛИТ;Требуется;17;4500;2015-11-19
611;ПЧЕЛОДАР;Не требуется;19;3750;2011-10-15
612;РАББИВАК-V;Не требуется;25;4000;2021-06-29
613;РАББИВАК-В;Требуется;22;7800;2019-01-20
614;РАБИГЕН МОНО;Требуется;15;6500;2014-07-19
615;РАБИЗИН;Не требуется;8;7950;2017-03-25
616;РАБИКС;Требуется;19;3050;2021-02-17
617;РАБИФЕЛ;Не требуется;8;5850;2019-09-14
618;РАКУМИН-ПАСТА;Требуется;28;2200;2015-02-21
619;РАКУСИД;Требуется;17;3200;2015-04-17
620;РАМИТ;Не требуется;16;4850;2020-08-01
621;РАНОЗОЛЬ;Требуется;24;3850;2014-09-20
622;РАНОСАН МАЗЬ;Требуется;19;4300;2012-04-18
623;РАНОСАН ПОРОШОК;Требуется;12;9100;2021-01-22
624;РАСТВОР ВИТАМИНОВ А Д3 Е и F;Не требуется;17;4450;2016-05-16
625;РАСТВОР ГЛЮКОЗЫ 40%;Требуется;16;4650;2013-11-04
626;РАСТВОР ГЛЮКОЗЫ 5%;Не требуется;20;4800;2010-09-26
627;РАСТВОР КАЛЬЦИЯ БОРГЛЮКОНАТ 20%;Требуется;16;9150;2018-04-18
628;РАСТВОР КАЛЬЦИЯ ГЛЮКОНАТА 10%;Не требуется;9;2250;2019-04-11
629;РАТЕИД;Не требуется;16;9200;2014-01-13
630;РАТИМОР-КОНЦЕНТРАТ;Требуется;5;3550;2013-06-04
631;РАТИМОР-ПРИМАНКА;Не требуется;28;2350;2013-11-20
632;РАТОКС;Не требуется;11;5000;2015-04-21
633;РАТТИДИОН;Не требуется;25;9450;2010-09-14
634;РАЦИДОЛ;Не требуется;21;6950;2021-07-29
635;РЕГИДАТ;Требуется;26;1050;2020-11-04
636;РЕДИАР;Требуется;27;6500;2020-02-05
637;РЕКОФЕРОН ГАММА;Не требуется;19;5400;2013-03-26
638;РЕКС ВИТАЛ АМИНОКИСЛОТЫ;Не требуется;19;2650;2013-08-27
639;РЕКС ВИТАЛ ЭЛЕКТРОЛИТЫ;Требуется;8;2450;2012-01-05
640;РЕНАЛ паста;Не требуется;24;9850;2020-02-12
641;РЕНАЛ ФАЗА 1;Требуется;6;1200;2017-01-01
642;РЕПТИЛАЙФ СУСПЕНЗИЯ;Не требуется;25;5900;2018-07-31
643;РЕЦЕФ 4;Требуется;10;2750;2021-05-21
644;РИБОТАН;Не требуется;12;1550;2010-06-14
645;РИВЕРТИН 1 %;Требуется;8;8750;2017-04-21
646;РИКАРФА ТАБЛЕТКИ;Требуется;29;8550;2017-05-20
647;РИМАДИЛ Р ТАБЛЕТКИ;Требуется;17;5100;2017-05-01
648;РИМАДИЛ РАСТВОР ДЛЯ ИНЪЕКЦИЙ;Не требуется;26;9500;2020-05-10
649;РИМАДИЛ ТАБЛЕТКИ;Требуется;23;3350;2019-10-02
650;РИНБРОНХ;Не требуется;22;5400;2018-01-24
651;РИФАЛЕКС;Требуется;7;8600;2013-08-16
652;РИФАН;Не требуется;7;1950;2015-04-01
653;РИФАПОЛ;Требуется;27;7700;2015-07-30
654;РИФАПРИМ;Требуется;21;6900;2014-04-03
655;РИФАЦИКЛИН;Не требуется;15;2400;2011-05-14
656;РИХОМЕТРИН;Не требуется;24;7500;2020-11-07
657;РОВАСТИН;Не требуется;27;9200;2017-03-21
658;Родентан-Б;Требуется;20;4500;2016-09-30
659;РОДЕФАСИН-У;Не требуется;26;7800;2011-07-14
660;РОДИАЛОН;Не требуется;12;7400;2012-10-09
661;РОДОТИУМ 45 %;Требуется;24;3300;2018-10-03
662;РОЛЕНОЛ;Не требуется;8;4350;2014-12-26
663;РОНАКСАН;Требуется;23;5000;2011-04-28
664;РОНИДАЗОЛ 10 %;Не требуется;20;8900;2016-01-14
665;РОНКОЛЕЙКИН;Требуется;6;1700;2020-11-05
666;РОТЕНДАНТ;Требуется;15;5050;2014-06-24
667;САЛ-ЗАП;Не требуется;14;9550;2019-07-10
668;САЛИНОФАРМ 12 %;Не требуется;23;3150;2010-09-02
669;САЛИНОФАРМ 6 %;Не требуется;9;2000;2017-03-08
670;САЛЬМОЗАН;Требуется;30;8400;2016-12-01
671;САНАТОЛ;Не требуется;22;4250;2012-05-05
672;САНОКС;Не требуется;30;7150;2016-03-25
673;САНОФЛАЙ;Не требуется;23;2650;2013-05-26
674;САНОФОР;Не требуется;25;6000;2014-08-03
675;САНРОЙ;Требуется;5;9400;2015-11-14
676;САНТЕЛ 10%;Не требуется;28;3150;2012-03-31
677;САНТОМЕКТИН;Не требуется;12;3300;2019-12-06
678;САРКОЛИТИН К-9;Требуется;22;4900;2012-11-19
679;САРКОМИН;Требуется;14;8650;2020-12-17
680;САРУКОКС 12 %;Требуется;17;9400;2014-03-01
681;САФРОДЕРМ ГЕЛЬ;Не требуется;16;8450;2012-06-15
682;САФРОДЕРМ НАСТОЙКА;Не требуется;16;9450;2015-01-30
683;СГОЛ;Не требуется;8;3150;2018-06-09
684;СЕДАМИДИН;Не требуется;19;4250;2019-09-14
685;СЕДИМИН;Не требуется;22;4100;2017-11-16
686;СЕДИМИН-F+;Требуется;28;3600;2021-05-07
687;СЕДИМИН-Se+;Требуется;21;5600;2013-11-15
688;СЕЛ-ПЛЕКС;Не требуется;21;9350;2019-08-20
689;СЕЛАФОРТ;Требуется;22;10000;2017-04-21
690;СЕЛАЦИД;Требуется;13;3900;2016-12-06
691;СЕЛЕМАГ;Не требуется;8;2950;2016-12-05
692;СЕЛЕМАГ-О;Требуется;19;7850;2020-11-29
693;СЕЛЕРОЛ;Не требуется;10;6300;2013-06-07
694;СЕЛКО-рН;Требуется;8;2250;2013-05-18
695;СЕМИНТРА;Требуется;28;7900;2015-10-01
696;СЕНСИБЛЕКС ВЕЙКС;Требуется;29;1050;2013-04-16
697;СЕПТИФОРТ СПРЕЙ;Не требуется;23;9400;2010-04-05
698;СЕПТО-СПРЕЙ;Не требуется;5;3500;2020-07-21
699;СЕПТОГЕЛЬ;Не требуется;20;5050;2012-07-14
700;СЕРЕНИЯ;Требуется;18;5300;2014-12-13
701;СЕРЕНИЯ РАСТВОР ДЛЯ ИНЪЕКЦИЙ;Не требуется;17;3750;2014-12-06
702;СЕРНО-ЦИНКОВАЯ МАЗЬ;Требуется;22;8750;2019-08-19
703;СИД;Требуется;15;1250;2013-02-19
704;СИЛЕО;Требуется;21;7200;2020-01-04
705;СИМПАРИКА;Требуется;28;3500;2014-05-27
706;СИНКОГЕЛЬ;Требуется;22;9800;2016-04-06
707;СИНУЛОКС RTU;Требуется;26;3250;2019-11-12
708;СИНУЛОКС ТАБЛЕТКИ;Не требуется;9;5400;2017-11-09
709;СКАВОН ВЕТ КРЕМ;Не требуется;18;7250;2013-04-14
710;СКАВОН ВЕТ СПРЕЙ;Требуется;9;7450;2010-03-14
711;СКАЛИБОР ИНСЕКТО-АКАРИЦИДНЫЙ;Требуется;8;9100;2020-10-14
712;СОЛИКОКС;Не требуется;19;7100;2011-06-11
713;СОЛЬФАК ДУО СК 7%;Не требуется;23;2350;2010-06-27
714;СОМАТИК-ТЕСТ СМТ;Требуется;12;8650;2010-07-13
715;СОРБАЛГОН;Не требуется;11;7800;2021-04-17
716;СОРБАЛГОН Т;Не требуется;15;9500;2015-06-29
717;СПЕКТАМ;Требуется;5;6000;2011-11-30
718;СПЕЛИНК-44;Требуется;6;3800;2010-06-21
719;СПОРОВИТ ЖИДКИЙ;Требуется;25;6350;2016-12-18
720;СПРЕЙ ЭЛИТА;Требуется;19;5600;2021-08-29
721;СПРЕЙ ЭЛИТА С ПРОВИТАМИНОМ B5;Не требуется;23;7850;2011-06-11
722;СТАРТИН;Не требуется;6;2550;2019-11-19
723;СТИМОВИТ;Не требуется;29;8800;2018-04-13
724;СТОП-АРТРИТ;Не требуется;25;6000;2014-10-26
725;СТОП-ЗУД СПРЕЙ;Требуется;7;9600;2021-05-05
726;СТОП-ЗУД СУСПЕНЗИЯ;Не требуется;25;5000;2019-07-28
727;СТОП-СТРЕСС КАПЛИ;Требуется;24;8700;2012-10-18
728;СТОП-СТРЕСС ТАБЛЕТКИ;Не требуется;6;5450;2018-10-09
729;СТОП-ЦИСТИТ БИО;Не требуется;26;9100;2011-06-13
730;СТОП-ЦИСТИТ ТАБЛЕТКИ;Не требуется;13;4750;2014-10-24
731;СТОПМОЛЬ;Требуется;19;9000;2011-12-18
732;СТРАЙД;Не требуется;26;3950;2012-09-06
733;СТРАЙД ПЛЮС;Требуется;11;7450;2014-12-11
734;СТРЕПТОВИК;Требуется;17;5400;2016-05-17
735;СТРЕПТОМИЦИНА СУЛЬФАТ (Агрофарм);Не требуется;18;9350;2011-11-29
736;СТРЕПТОМИЦИНА СУЛЬФАТ (Синтез);Не требуется;13;6300;2019-04-24
737;СТРЕПТОФУР;Требуется;22;6200;2012-08-29
738;СТРЕССМИКС;Не требуется;17;5100;2013-09-14
739;СТРОНГХОЛД;Требуется;10;5950;2010-01-29
740;СТРУВИТНАЯ ДИЕТА;Не требуется;13;9950;2011-06-21
741;СТРУВИТНАЯ ДИЕТА КОНСЕРВЫ;Не требуется;26;2950;2015-08-04
742;СУБТИЛИС;Требуется;26;7750;2015-09-11
743;СУБТИЛИС-Ж;Требуется;14;8850;2015-04-10
744;СУИФЕРРОВИТ-А;Требуется;29;2950;2014-09-21
745;СУЛЬТЕПРИМ;Требуется;9;2550;2011-06-13
746;СУЛЬФ ГРАНУЛЯТ;Требуется;13;7500;2019-01-25
747;СУЛЬФ-120;Требуется;12;6850;2018-10-15
748;СУЛЬФ-480;Требуется;17;8700;2018-09-04
749;СУЛЬФЕТРИСАН;Требуется;5;2350;2019-11-08
750;СУМИНАК;Не требуется;11;6500;2014-02-24
751;СУПЕРПУШНОВИТ-М;Требуется;14;1200;2017-10-27
752;СУПЕРПУШНОВИТ-П;Не требуется;8;3050;2017-11-18
753;СУПЕРФЛЕКС;Не требуется;12;9450;2010-03-15
